[2021-10-20 16:36:12,484][INFO][4609969664][main.py:88]SSRSpeed 1.01, Web Api Version 0.5.2
[2021-10-20 16:36:12,485][INFO][4609969664][requirements_check.py:73]Checking libsodium.
[2021-10-20 16:36:18,825][INFO][4609969664][requirements_check.py:57]Checking ./clients/v2ray-core/v2ctl
[2021-10-20 16:36:18,826][INFO][4609969664][requirements_check.py:57]Checking ./clients/v2ray-core/v2ray
[2021-10-20 16:36:18,827][INFO][4609969664][requirements_check.py:123]Shadowsocks-libev found /usr/local/bin/ss-local
[2021-10-20 16:36:18,828][INFO][4609969664][requirements_check.py:120]Obfs-Local found /usr/local/bin/obfs-local
[2021-10-20 16:36:18,828][INFO][4609969664][config_parser.py:176]Reading https://v1.mk/Q01xifi
[2021-10-20 16:36:27,392][INFO][4609969664][config_parser.py:220]Base64 decode failed.
[2021-10-20 16:36:31,902][WARNING][4609969664][node_filters.py:37]netflix - 🇨🇳 中国-日本 多协议标签交换虚拟专用网（三） H 1000Mbps (hr07.cathayroute.com:33400) already in list.
[2021-10-20 16:36:32,119][WARNING][4609969664][node_filters.py:37]netflix - 本站无Ins推广渠道 Ins推广渠道均为二手倒卖 (127.0.0.1:33400) already in list.
[2021-10-20 16:36:32,120][WARNING][4609969664][node_filters.py:37]netflix - 本站无QQ购买渠道 QQ卖家购买均为二手倒卖 (127.0.0.1:33400) already in list.
[2021-10-20 16:36:32,121][WARNING][4609969664][node_filters.py:37]netflix - 本站无微信购买渠道 微信购买均为二手倒卖 (127.0.0.1:33400) already in list.
[2021-10-20 16:36:32,177][WARNING][4609969664][node_filters.py:37]netflix - 精简 30 (30.secureencryptedvirtualization.com:33400) already in list.
[2021-10-20 16:36:33,386][INFO][4609969664][config_parser.py:152]netflix - 🇭🇰 香港
[2021-10-20 16:36:33,386][INFO][4609969664][config_parser.py:152]netflix - 🇭🇰 香港02
[2021-10-20 16:36:33,386][INFO][4609969664][config_parser.py:152]netflix - 🇺🇸 美国加利福利亚|中转|枣庄
[2021-10-20 16:36:33,386][INFO][4609969664][config_parser.py:152]netflix - 🇨🇳 TripodCloud CN2GIA | 三网| 中转
[2021-10-20 16:36:33,386][INFO][4609969664][config_parser.py:152]netflix - 🇷🇺 西伯利亚 | 中转|枣庄
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇿🇦 南非-ss | 三网 |中转枣庄
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇺🇸 美国圣何塞①  | 中转 |枣庄
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇺🇸 美国洛杉矶② |枣庄中转
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇺🇸 美国洛杉矶③  | 枣庄中转
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇿🇦 南非-ss | 三网 |解锁奈飞| 直连
[2021-10-20 16:36:33,387][INFO][4609969664][config_parser.py:152]netflix - 🇭🇰 香港vm①ss | 三网 | 解锁奈飞| 直连
[2021-10-20 16:36:33,388][INFO][4609969664][config_parser.py:152]netflix - 🇭🇰 香港vm②V2 | 三网 | 解锁奈飞| 直连
[2021-10-20 16:36:33,388][INFO][4609969664][config_parser.py:152]netflix - 🇷🇺 西伯利亚 | 解锁奈飞| 直连
[2021-10-20 16:36:33,388][INFO][4609969664][config_parser.py:152]netflix - 🇨🇳 TripodCloud CN2GIA | 三网| 直连
[2021-10-20 16:36:33,388][INFO][4609969664][config_parser.py:152]netflix - 🇺🇸 美国圣何塞① | 联通| 直连
